id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aco_A300,tipo_do_aco_A400,espessura_da_chapa_de_aco,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientacao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
2594,464,474,1723382,1723392,100,76,29,14,9247,134,-214,TRUE,FALSE,70,87.57,0.66,0.33,0.75,0.01,0.39,0.64,0.25,0.25,1,1.88,0.95,0.95,0.25,-0.06,0.22,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2595,1323,1333,9496251,9496258,100,60,13,13,5857,132,1652,TRUE,FALSE,80,74.27,0.03,0.61,0.85,0.01,0.85,1,-0.67,-0.67,0,1.78,1.04,0.95,-0.15,-0.21,0.26,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2596,41,215,592614,592819,100,20726,788,534,2332320,143,1400,FALSE,TRUE,40,87.21,0.06,0.84,0.99,0.5,0.88,0.34,0.27,0.48,0,4.32,2.84,2.26,0,-0.06,1,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2597,1687,1694,3160372,3160387,100,128,14,15,10350,111,1696,FALSE,TRUE,60,69.08,0.05,0.32,0.67,0.01,0.71,1,0.06,0.06,1,2.11,1,1.18,0.33,-0.2,0.27,739,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2598,853,861,106512,106519,100,56,9,7,6634,167,1387,FALSE,TRUE,40,81.62,0.73,0.45,0.78,0.01,1,1,0.36,1.36,0,1.75,0.85,0.85,-0.22,0.5,0.17,128,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2599,81,109,66522,66578,100,370,83,45,4606,134,1354,TRUE,FALSE,70,72.1,0.13,0.53,0.38,0.04,0.39,0.53,0.85,-0.15,0,2.57,1.76,1.62,-0.62,-0.06,0.93,106,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2600,39,-186,1715348,1715280,100,6615,-229,159,686356,124,1358,FALSE,TRUE,40,83.13,0.06,0.46,0.39,0.13,0.63,0.39,0.38,0.64,0,3.82,2.24,1.83,-0.61,-0.19,1,36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2601,825,834,-20,1809524,100,204,27,29,23155,132,1387,FALSE,TRUE,40,78.3,0.85,0.37,0.36,0.01,0.68,0.91,0.19,0.19,1,2.31,1.15,1.46,0.64,-0.09,0.51,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2602,15,27,492452,492461,100,184,23,19,20778,140,1360,FALSE,TRUE,200,72.41,0.21,0.54,0.74,0.01,0.74,0.75,0.02,0.11,0,2.27,1.23,1.26,-0.26,0,0.39,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2603,513,534,751592,751656,100,444,97,54,54676,127,1358,FALSE,TRUE,175,64.29,0.69,0.52,0.26,0.01,0.16,0.97,-0.11,-0.09,1,2.65,1.2,1.75,0.74,-0.07,0.98,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2604,1598,1610,956972,956991,100,108,18,29,13352,111,1687,FALSE,TRUE,50,77.84,0.05,0.29,0.26,0.01,0.61,1,-0.19,-0.19,1,2.03,1,1.46,0.74,-0.24,0.37,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2605,1051,1066,2533145,2533151,100,128,33,17,13351,134,1373,FALSE,TRUE,40,91.93,0.03,0.34,0.82,0.02,0.63,0.94,-0.06,-0.06,1,2.11,1.34,1.23,0.18,-0.03,0.44,111,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2606,2,27,287835,287869,100,196,55,-194,18986,118,1356,FALSE,TRUE,40,82.84,0,0.41,0.56,0.01,0.33,1,0.82,-0.18,1,2.29,1.26,1.56,0.44,-0.26,0.54,82,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2607,6,15,-20,389978,100,132,-229,28,12221,118,1696,FALSE,TRUE,90,64.36,0,0.43,0.34,0.01,0.69,1,-0.66,-0.66,1,2.12,0.95,1.45,0.66,-0.21,0.33,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2608,1031,1045,625664,625675,100,51,14,11,5376,126,1360,TRUE,FALSE,300,77.66,0.77,0.45,0.55,0.01,0.79,0.82,0.04,0.14,0,1.71,1.04,1.04,-0.45,-0.24,0.17,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2609,449,549,2867489,2867513,100,201,24,25,22134,132,1362,FALSE,TRUE,40,91.88,0.67,0.32,0.7,0.01,0.58,1,0.07,0.18,1,2.3,1.15,1.4,0.3,-0.18,0.46,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2610,798,825,-20,2008620,100,860,106,-194,103558,143,1668,FALSE,TRUE,40,76.9,0.78,0.79,0.43,0.06,0.67,0.71,0.06,0.17,0,2.93,1.92,1.53,-0.57,0.01,1,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2611,13842,-186,31494,349811,100,54,-229,10,5111,125,1654,FALSE,TRUE,-154,70.27,0.15,0.4,0.8,0,0.77,1,-0.34,-0.34,1,1.73,1,1,0.2,-0.16,0.19,90,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2612,1183,1203,-20,289543,100,108,32,17,12374,133,1362,FALSE,TRUE,40,97.47,0.22,0.55,1,0.02,0.75,0.65,-0.06,-0.06,0,2.03,1.34,1.04,0,-0.1,0.33,1054,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2613,615,622,184350,184383,100,56,8,12,5729,118,1692,TRUE,FALSE,70,69.19,0.9,0.29,0.61,0,0.75,0.92,0.65,1.03,1,1.75,0.7,1.04,0.39,-0.19,0.19,95,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2614,1109,1110,4348250,4348321,100,-206,21,-194,12693,126,1362,FALSE,TRUE,200,77.74,0.34,0.65,0.7,0.01,0.58,1,0.18,0.18,1,2.06,1.08,1.3,0.3,0,0.4,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2615,-11,1229,2445033,2445050,100,120,15,20,14167,111,1353,FALSE,TRUE,70,73.85,0.22,0.2,0.8,0.01,0.8,1,0.2,0.2,1,2.08,1.08,1.3,0.2,-0.25,0.31,61,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2616,39,198,1672082,1672228,100,2108,210,87,246168,127,1356,FALSE,TRUE,40,86.53,0.06,0.39,0.38,0.12,0.78,0.5,-0.22,0.78,0,3.32,2.2,1.83,-0.62,-0.19,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2617,4,12,5497818,1067171,100,62,22,16,7914,135,1356,TRUE,FALSE,70,84.81,0.01,0.4,0.33,0,0.5,0.93,-0.76,-1.04,1,1.79,0.78,1.18,0.67,-0.09,0.2,101,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2618,548,-186,3546641,3546649,100,-206,19,29,19738,135,1687,FALSE,TRUE,200,71.05,0.76,0.34,0.36,0.01,0.46,1,0.05,0.15,1,2.3,0.95,1.46,0.64,-0.13,0.49,98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2619,1673,1684,172100,172111,100,169,18,23,9559,0,-214,TRUE,FALSE,70,73,0.02,0.33,0.39,0.01,0.61,1,0.44,0.44,1,2.23,1.04,1.36,0.61,-0.53,0.35,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2620,7669,1258,5851552,5851560,100,308,37,39,37264,0,-214,FALSE,TRUE,-154,81.39,0.14,0.41,0.52,0.01,0.35,1,-0.09,-0.05,1,2.49,1.11,1.52,0.48,0,0.84,118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2621,10,17,149048,149070,100,140,13,-194,14835,134,1687,FALSE,TRUE,200,82.18,0.02,0.42,0.31,0,0.38,1,0.24,0.24,1,2.15,0.7,1.59,0.69,-0.09,0.35,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2622,-11,962,96606,96620,100,95,11,-194,11988,0,-214,FALSE,TRUE,40,77.71,0.5,0.21,0.93,0,0.73,1,0.03,0.03,1,1.98,0.9,1.08,0.07,0.27,0.23,130,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2623,1068,1077,214065,214075,100,108,17,17,11255,0,-214,FALSE,TRUE,200,76.93,0.74,0.49,0.53,0.01,0.53,1,0.12,0.25,0,2.03,0.95,1.23,-0.47,0.56,0.27,173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2624,357,373,283101,-166,100,196,29,28,24530,141,1362,FALSE,TRUE,40,67.71,0.45,0.56,0.46,0.02,0.48,0.96,-0.17,-0.18,1,2.29,1.45,1.43,0.54,-0.02,0.69,114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2625,1245,1254,1246188,1246244,100,85,12,19,8495,125,1352,FALSE,TRUE,40,98.5,0.15,0.41,0.33,0.01,0.58,0.95,-0.26,-0.26,1,1.93,0.85,1.26,0.67,-0.1,0.22,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2626,895,907,2569968,379759,100,100,16,15,14234,197,1387,FALSE,TRUE,40,86.38,0.67,0.27,0.93,0.01,0.88,1,0.42,0.42,1,2,1.15,1.18,0.07,0.49,0.35,178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2627,41,209,-20,2310855,100,6294,288,155,699635,125,1358,FALSE,TRUE,40,80.06,0.06,0.43,0.39,0.12,0.65,0.43,0.21,1.21,0,3.8,2.23,1.81,-0.61,-0.19,1,41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2628,39,191,14152909,1592247,100,13612,-229,384,1577022,141,-214,FALSE,TRUE,40,89.76,0.06,0.46,0.95,0.11,0.26,0.44,0.21,0.38,1,4.13,2.18,2.23,0.05,-0.09,1,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2629,41,216,4358896,4358964,100,6294,257,137,661448,126,1358,FALSE,TRUE,40,77.96,0.06,0.44,0.38,0.13,0.62,0.48,-0.14,0.86,0,3.8,2.25,1.83,-0.62,-0.18,1,41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2630,623,631,450379,-166,100,-206,5,4,1528,126,1360,FALSE,TRUE,50,71.86,0.98,0.2,0.8,0,1,1,0.09,0.09,0,1.15,0.7,0.6,-0.2,-0.11,0.13,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2631,138,151,2083961,2083975,100,69,12,11,7457,109,1352,TRUE,FALSE,70,83.46,0.17,0.44,0.82,0.01,0.58,1,-0.05,0.01,1,1.84,0.95,1.04,0.18,-0.2,0.21,92,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2632,1128,1141,4387848,4387862,100,52,10,10,5577,127,1690,TRUE,FALSE,70,81.39,0.55,0.58,0.8,0,0.8,1,0.06,0.06,1,1.72,0.9,1,0.2,-0.12,0.18,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2633,1147,1162,9496251,9496258,100,304,55,33,37820,140,1356,FALSE,TRUE,40,96.82,0.31,0.53,0.78,0.01,0.33,0.67,0.09,0.09,1,2.48,1.26,1.26,0.22,-0.02,0.8,111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2634,753,762,-20,1740188,100,83,10,8,9643,125,1360,FALSE,TRUE,50,72.63,0.81,0.36,0.5,0.01,1,0.88,0.27,0.47,0,1.92,1.08,0.85,-0.5,-0.08,0.2,107,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2635,4,13,564200,564395,100,155,38,7,21545,127,1354,FALSE,TRUE,70,70.37,0.01,0.48,0.14,0.03,1,0.57,0.32,0.32,0,2.19,1.52,0.7,-0.86,-0.15,0.27,94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2636,41,189,-20,5071831,100,9518,749,409,1084425,141,1402,FALSE,TRUE,40,101.01,0.06,0.58,0.9,0.11,0.24,0.44,0.02,0.11,0,3.98,2.17,2.23,-0.1,-0.1,1,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2637,904,912,645933,645992,100,16,6,4,2183,127,1356,TRUE,FALSE,100,91.85,0.88,0.25,0.86,0.01,1,1,0.28,0.28,0,1.2,0.95,0.6,-0.14,-0.18,0.15,80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2638,981,992,2086004,2086116,100,90,17,10,4347,94,1658,TRUE,FALSE,80,86.37,0.85,0.38,0.91,0.01,0.65,1,-0.31,-0.31,0,1.95,1.04,1,-0.09,-0.36,0.22,67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2639,980,992,31146,311420,100,101,-229,20,11647,0,-214,TRUE,FALSE,70,73.16,0.52,0.4,0.4,0.01,0.57,1,1.12,0.12,1,2,1.08,1.3,0.6,-0.17,0.4,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2640,24,38,2104786,2104879,100,-206,51,53,28268,119,1354,FALSE,TRUE,40,84.18,0.03,0.52,0.2,0.01,0.29,0.92,0.54,0.54,1,2.47,1,1.71,0.8,-0.18,0.88,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2641,0,-186,103892,103932,100,1228,44,27,142791,140,1354,FALSE,TRUE,40,67.09,0,0.59,0.45,0.03,0.63,0.41,-0.07,0.93,0,3.09,1.62,1.28,-0.55,-0.02,1,115,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2642,1573,1591,769086,-166,100,222,24,31,27453,124,1692,FALSE,TRUE,40,74.87,0.12,0.35,0.95,0.01,0.83,0.81,-0.25,-0.25,1,2.35,1.3,1.49,0.05,-0.12,0.74,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2643,-11,962,1225386,1225405,100,12,5,4,1543,141,1360,FALSE,TRUE,50,68.37,0.88,0.2,0.8,0,1,1,-0.2,-0.2,0,1.08,0.7,0.6,-0.2,0.01,0.13,123,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2644,995,1002,1647908,1647954,100,-206,18,6,1990,132,1358,FALSE,TRUE,50,72.47,0.61,0.35,0.67,0,0.36,1,-0.33,-0.33,0,1.2,0.78,0.78,-0.33,-0.12,0.23,102,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2645,41,216,1889165,1889228,100,-206,280,145,0,124,1358,FALSE,TRUE,40,68.09,0.06,0.43,0.37,0.13,0.63,0.45,-0.24,0.76,0,3.81,2.24,1.81,-0.63,-0.18,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2646,41,222,718425,718521,100,-206,929,536,0,141,1398,FALSE,TRUE,40,86.96,0.06,0.56,0.94,0.13,0.31,0.37,-0.11,0.89,0,3.76,2.26,2.37,-0.06,-0.1,1,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2647,6756,1334,4649858,4649920,100,137,13,44,12881,134,1687,TRUE,FALSE,-154,97.87,0.04,0.38,0.18,0.01,0.69,1,-0.42,-0.42,1,2.14,0.95,1.64,0.82,-0.14,0.58,99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2648,1536,1548,506976,507152,100,365,12,62,363821,134,1687,FALSE,TRUE,150,89.76,0.01,0.23,0.12,0.01,1,1,-0.13,-0.12,1,2.56,1.04,1.79,0.88,-0.29,0.95,48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2649,244,275,61803,-166,100,551,-229,28,53142,108,1692,TRUE,TRUE,70,87.49,0.28,0.42,0.71,0.01,0.84,0.93,0.27,0.27,0,2.74,1.36,1.32,-0.29,-0.27,0.98,44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2650,82,89,210936,210956,100,55,-229,-194,6124,127,1687,FALSE,TRUE,200,76.64,0.12,0.2,0.64,0,0.89,1,-0.27,-0.27,1,1.74,0.9,1.04,0.36,-0.08,0.18,110,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2651,16,23,1120537,1120571,100,112,8,22,11608,116,1687,FALSE,TRUE,100,81.92,0.01,0.32,0.45,0,1,1,0.2,0.37,1,2.05,0.78,1.34,0.55,-0.25,0.37,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2652,41,216,1601728,1601796,100,-206,-229,125,0,127,1358,FALSE,TRUE,40,69.28,0.06,0.44,0.37,0.13,0.69,0.54,0.15,1.15,0,3.81,2.25,1.83,-0.63,-0.19,1,38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2653,1591,1608,4348498,4348516,100,112,19,21,11535,108,1692,TRUE,FALSE,70,67.01,0.04,0.44,0.47,0.01,0.47,0.95,0.31,0.31,1,2.05,0.95,1.28,0.53,-0.15,0.36,96,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2654,1043,1063,-20,677417,100,86,30,21,8442,127,-214,FALSE,TRUE,200,65.47,0.46,0.65,0.45,0,0.4,0.95,-0.2,-0.2,1,1.93,0.78,1.3,0.55,-0.11,0.31,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2655,6152,630,937709,937842,100,552,51,57,61937,127,1366,FALSE,TRUE,-154,67.8,0.91,0.5,0.51,0.02,0.58,0.98,-0.16,-0.16,1,2.74,1.32,1.72,0.49,-0.13,0.99,814,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2656,927,936,5798193,5798213,100,708,49,54,67901,132,-214,TRUE,FALSE,80,86.87,0.81,0.52,0.14,0.01,0.19,0.98,-0.33,-0.33,1,2.85,1.15,1.73,0.86,-0.15,1,93,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2657,14,24,3811729,589752,100,-206,15,16,12571,127,1626,FALSE,TRUE,40,87.97,0.02,0.23,0.75,0.01,0.8,1,0.27,0.27,1,2.03,1,1.2,0.25,-0.17,0.26,84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2658,6,15,1859616,1859633,100,209,27,44,23267,156,1358,FALSE,TRUE,40,70.98,0.12,0.24,0.18,0.01,0.33,1,0.05,0.05,1,2.32,0.95,1.64,0.82,0,0.66,104,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2659,773,777,16206695,-166,100,114,14,33,11560,103,1358,FALSE,TRUE,70,82.94,0.08,0.22,0.23,0,0.58,1,0.17,0.17,1,2.06,0.85,1.52,0.77,-0.29,0.42,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2660,830,837,3134228,3134249,100,102,22,17,12413,134,1692,TRUE,FALSE,80,91.42,0.76,0.23,0.38,0.01,0.52,1,-0.35,-0.35,1,2.01,1.04,1.23,0.62,-0.1,0.32,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2661,767,782,1036577,1036598,100,291,-229,33,26902,124,1373,FALSE,TRUE,40,78.48,0.92,0.23,0.26,0.01,0.32,1,-0.27,-0.27,1,2.46,1.08,1.57,0.74,-0.14,0.83,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2662,174,194,754445,754492,100,238,56,30,27232,135,1362,TRUE,FALSE,70,72.57,0.21,0.57,0.52,0.02,0.56,0.5,1.18,0.18,0,2.38,1.46,1.18,-0.48,-0.04,0.71,111,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2663,41,216,2265307,2265372,100,5757,249,136,618320,124,1358,FALSE,TRUE,40,75.83,0.06,0.43,0.39,0.13,0.68,0.5,-0.28,0.72,0,3.74,2.24,1.83,-0.61,-0.19,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2664,621,627,971714,971922,100,143,21,20,16548,126,1362,FALSE,TRUE,100,94.31,0.9,0.32,0.5,0.01,0.38,1,0.14,0.14,1,2.16,0.9,1.3,0.5,-0.14,0.34,92,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2665,673,-186,1008871,107491,100,169,13,18,18067,124,1362,TRUE,FALSE,80,79.3,0.79,0.36,0.61,0.01,0.85,1,-0.41,-0.41,1,2.23,1.04,1.26,0.39,-0.17,0.33,84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2666,39,211,2112377,2112542,100,5941,-229,136,618605,141,1358,FALSE,TRUE,40,101.36,0.06,0.43,0.38,0.13,0.65,0.53,0.25,1.25,0,3.77,2.24,1.83,-0.62,-0.11,1,39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2667,525,563,1522277,152274,100,1909,197,197,246930,140,1666,FALSE,TRUE,40,73.32,0.62,0.6,0.88,0.07,0.49,0.57,-0.37,0.63,1,3.28,2.09,2.05,0.12,0,1,120,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2668,1603,1614,392724,392734,100,110,13,12,12221,95,1354,TRUE,FALSE,70,74.94,0.01,0.44,0.83,0.01,0.92,1,1.17,0.17,0,2.04,1.08,1.08,-0.17,-0.46,0.23,49,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2669,1260,1271,2845229,2845256,100,161,20,16,15672,125,1690,TRUE,FALSE,70,65.95,0.12,0.26,0.75,0.01,0.6,1,-0.07,-0.02,1,2.21,1.08,1.2,0.25,-0.17,0.32,67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2670,99,129,3277804,-166,100,519,64,61,57840,133,1364,TRUE,FALSE,80,90.72,0.14,0.37,0.78,0.02,0.52,0.67,-0.21,-0.21,0,2.72,1.52,1.43,-0.22,-0.08,0.95,103,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2671,1664,218,2184746,2184752,100,-206,821,-194,0,143,1400,FALSE,TRUE,-154,80.94,0.06,0.54,0.96,0.13,0.21,0.37,0.17,1.17,0,4.26,2.25,2.35,-0.04,-0.06,1,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2672,498,509,1647908,1647954,100,65,14,10,8107,127,1623,TRUE,FALSE,100,71,0.71,0.4,1,0.01,0.71,1,0.08,0.08,0,1.83,1,1,0,-0.11,0.21,102,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2673,-11,837,430948,430980,100,150,15,15,15185,126,1360,FALSE,TRUE,40,76.41,0.73,0.21,1,0.01,0.8,1,-0.16,-0.16,0,2.18,1.11,1.11,0,-0.19,0.29,83,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2674,4302,686,841077,841149,100,631,71,59,70737,132,1687,TRUE,FALSE,-154,84.85,0.81,0.56,0.52,0.02,0.7,0.52,-0.3,-0.3,1,2.83,1.46,1.52,0.48,-0.25,0.99,1181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2675,1325,1334,844907,844932,100,16,10,4,2025,124,1686,FALSE,TRUE,70,71.73,0,0.33,0.57,0,0.5,1,-0.59,-0.59,1,1.2,0.78,0.6,0.43,-0.11,0.14,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2676,3,15,2563219,2563241,100,188,21,26,19565,124,1354,TRUE,FALSE,70,83.42,0.05,0.43,0.44,0.01,0.43,0.95,0.1,0.1,1,2.27,1.08,1.26,0.56,-0.17,0.54,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2677,919,928,238008,-166,100,74,12,11,8995,110,1654,TRUE,FALSE,70,88.99,0.66,0.26,0.61,0,0.58,1,0.15,0.29,1,1.87,0.85,1.04,0.39,-0.26,0.19,84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2678,39,194,1164190,1164302,100,3911,211,108,439309,127,1356,FALSE,TRUE,40,75.66,0.06,0.44,0.36,0.13,0.76,0.63,0.03,1.03,0,3.59,2.25,1.67,-0.64,-0.1,1,71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2679,476,493,1679793,1679864,100,83,-229,12,7990,132,1710,TRUE,FALSE,100,61.38,0.6,0.36,0.67,0.01,0.67,1,0.18,0.34,1,1.92,1,1.08,0.33,-0.1,0.2,104,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2680,1613,0,2811847,2811861,100,201,-229,28,23925,124,1687,FALSE,TRUE,200,77.3,0.07,0.25,0.39,0.01,0.53,1,0.2,0.2,1,2.3,0.95,1.36,0.61,-0.24,0.53,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2681,-11,631,1715283,1715283,100,80,10,11,14669,149,1628,TRUE,FALSE,120,74.96,0.93,0.4,1,0.01,0.9,0.91,-0.09,-0.09,0,1.9,0.95,1,0,-0.08,0.24,108,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2682,778,918,1399301,1399304,100,595,211,207,61937,141,1394,FALSE,TRUE,220,67.55,0.85,0.59,0.08,0.04,0.1,0.99,0.33,0.57,1,2.77,2.05,2.23,0.92,-0.11,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2683,1057,1066,965451,965502,100,102,-229,29,11778,127,1692,TRUE,TRUE,80,85.87,0.49,0.3,0.36,0.01,0.41,1,0.22,0.22,1,2.01,0.95,1.46,0.64,-0.16,0.29,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2684,853,861,-20,1564476,100,-206,26,39,33449,118,1373,FALSE,TRUE,40,86.26,0.93,0.52,0.52,0.01,0.73,0.94,0.1,0.1,1,2.52,1.23,1.49,0.48,-0.18,0.83,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2685,1640,210,2673603,2662735,100,6277,289,159,656744,124,1358,FALSE,TRUE,-154,82.18,0.05,0.44,0.33,0.13,0.57,0.41,0.09,1.09,0,3.79,2.23,1.83,-0.67,-0.19,1,38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2686,-11,-186,1013623,1013647,100,12012,801,424,1487763,142,1402,FALSE,TRUE,40,75.67,0.06,0.59,0.93,0.11,0.21,0.43,0.14,1.14,1,4.09,2.17,2.21,-0.07,-0.11,1,35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2687,1579,1592,-20,1008502,100,238,36,33,25516,124,1692,FALSE,TRUE,300,81.35,0.13,0.36,0.55,0.01,0.44,0.95,0.22,0.4,1,2.38,1.2,1.52,0.45,-0.25,0.87,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2688,1140,1150,210936,210938,100,60,13,11,6114,117,-214,TRUE,FALSE,70,73.5,0.63,0.22,1,0.01,0.92,1,0.23,0.23,0,1.78,1.08,1.04,0,-0.24,0.21,82,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2689,214,226,21244841,2835797,100,106,20,14,11973,127,1362,TRUE,FALSE,80,86.85,0.31,0.36,0.71,0.01,0.5,1,0.18,0.18,1,2.03,1,1.15,0.29,-0.18,0.25,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
